train_perplexity,val_perplexity,train_loss,val_loss,overall_bleu,n1_bleu,n2_bleu,n3_bleu,n4_bleu,acc_bleu
127.35286712646484,119.52140045166016,3.54453182220459,4.7834954261779785,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
3.4609873294830322,117.45257568359375,1.1896458864212036,4.7660346031188965,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.6600269079208374,126.24968719482422,0.5002059936523438,4.838261127471924,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.2675715684890747,131.49159240722656,0.23594097793102264,4.878942966461182,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.160988211631775,137.5659942626953,0.1492607295513153,4.924103260040283,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.1415945291519165,136.2332763671875,0.13241447508335114,4.914368152618408,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.1241817474365234,134.94383239746094,0.11704687029123306,4.904858112335205,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.109409213066101,133.84613037109375,0.10382136702537537,4.896690845489502,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0966929197311401,133.14735412597656,0.09229433536529541,4.891456604003906,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0856438875198364,132.57437133789062,0.08216948807239532,4.887143611907959,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0759798288345337,132.12841796875,0.0732288584113121,4.883774280548096,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0674954652786255,131.82301330566406,0.0653129443526268,4.881460189819336,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0600216388702393,131.80445861816406,0.058287739753723145,4.881319522857666,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0534218549728394,132.0478515625,0.052042294293642044,4.883163928985596,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.047580361366272,132.37554931640625,0.04648180678486824,4.885643005371094,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0445197820663452,131.01441955566406,0.04355728253722191,4.875307559967041,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0439039468765259,130.963623046875,0.04296751692891121,4.874919414520264,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
1.0432859659194946,130.93138122558594,0.04237524792551994,4.874673366546631,2.905614758594547e-78,4.492213234490663,1.1743584828493638,0.15699887764213946,2.6940538984659013e-307,2.905614758594547e-78
