train_perplexity,val_perplexity,train_loss,val_loss,overall_bleu,n1_bleu,n2_bleu,n3_bleu,n4_bleu,acc_bleu
2120.882080078125,559.1719970703125,7.341209411621094,6.314117908477783,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
331.9498291015625,239.45213317871094,5.772405624389648,5.467209339141846,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
178.6135711669922,161.0074920654297,5.170556545257568,5.070433139801025,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
121.81427001953125,119.14117431640625,4.788640975952148,4.767346382141113,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
88.46813201904297,92.06475067138672,4.468298435211182,4.506496429443359,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
67.38660430908203,74.27249908447266,4.19568395614624,4.289061546325684,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
53.777225494384766,62.48616027832031,3.969853162765503,4.114033222198486,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
44.69526290893555,54.51967239379883,3.78479266166687,3.975722551345825,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
38.435646057128906,49.0353889465332,3.633953809738159,3.8681094646453857,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
33.973087310791016,45.15070724487305,3.5106687545776367,3.7842752933502197,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
30.659276962280273,42.29498291015625,3.4082396030426025,3.717885732650757,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
28.096906661987305,40.12428283691406,3.3212172985076904,3.664348602294922,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
26.046159744262695,38.43159103393555,3.245710611343384,3.620537757873535,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
24.35811424255371,37.08134078979492,3.1790034770965576,3.5841588973999023,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
22.935958862304688,35.988590240478516,3.1191532611846924,3.55368709564209,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
21.714384078979492,35.09003829956055,3.0647356510162354,3.5278971195220947,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
20.648052215576172,34.34804153442383,3.014694929122925,3.50602650642395,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
19.704505920410156,33.73556900024414,2.968231439590454,3.4875335693359375,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
18.85984230041504,33.22249221801758,2.924727439880371,3.471708297729492,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
18.09627914428711,32.796653747558594,2.883702039718628,3.4583022594451904,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
17.40041732788086,32.439693450927734,2.844787359237671,3.4468462467193604,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
16.761613845825195,32.14093017578125,2.807675361633301,3.4370815753936768,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
16.17148208618164,31.894018173217773,2.7721211910247803,3.428835153579712,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
15.62342357635498,31.688459396362305,2.7379226684570312,3.421860694885254,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
15.11218547821045,31.518234252929688,2.704925775527954,3.4159555435180664,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
14.632878303527832,31.37891960144043,2.672966957092285,3.411006212234497,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
14.181804656982422,31.267059326171875,2.641918897628784,3.40693736076355,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
13.756230354309082,31.1810245513916,2.6117076873779297,3.403658866882324,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
13.353034019470215,31.111909866333008,2.5822126865386963,3.400930404663086,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
12.970379829406738,31.060195922851562,2.553386926651001,3.398756265640259,4.123430700428416,27.799553228620162,12.872686746992649,6.250149640975756,3.654926104934994,4.123430700428416
